FECHA,COVID_LLAMADOS,CASOS_SOSPECHOSOS,CASOS_DESCARTADOS_COVID,CASOS_TRASLADADOS,CASOS_DERIVADOS,LLAMADOSAVG,SOSPECHOSOSAVG,DESCARTADOSAVG,TRASLADADOSAVG,DERIVADOSAVG,%SOSPECHOSOS,%DESCARTADOS,%TRASLADADOS,%DERIVADOS,%SOSPECHOSOSAVG,%DESCARTADOSAVG,%TRASLADADOSAVG,%DERIVADOSAVG
2020-03-17,4426,1461,2965,1461,67,,,,,,0.3300948938093086,0.6699051061906913,0.3300948938093086,0.015137821961138725,,,,
2020-03-18,2239,166,2073,4,3,,,,,,0.07414024117909782,0.9258597588209022,0.001786511835640911,0.0013398838767306833,,,,
2020-03-19,2347,204,2143,15,22,,,,,,0.08691947166595654,0.9130805283340434,0.006391137622496805,0.009373668512995313,,,,
2020-03-20,2404,167,2237,24,27,2233.8571428571427,350.7142857142857,1883.142857142857,225.28571428571428,28.571428571428573,0.0694675540765391,0.9305324459234608,0.009983361064891847,0.011231281198003328,0.15699942444202855,0.8430005755579716,0.10085054678007291,0.012790177143953446
2020-03-21,1303,163,1140,22,26,1796.7142857142858,167.57142857142858,1629.142857142857,20.428571428571427,24.0,0.12509593246354567,0.8749040675364543,0.01688411358403684,0.019953952417498082,0.093265484614773,0.906734515385227,0.011369961039993638,0.013357716466565953
2020-03-22,1429,135,1294,25,24,1725.142857142857,171.14285714285714,1554.0,22.285714285714285,27.142857142857142,0.09447165850244926,0.9055283414975507,0.01749475157452764,0.016794961511546535,0.09920503477972839,0.9007949652202716,0.012918184829413712,0.01573368665120901
2020-03-23,1489,159,1330,26,31,1630.142857142857,169.71428571428572,1460.4285714285713,23.857142857142858,29.0,0.10678307588985897,0.8932169241101411,0.017461383478844864,0.020819341840161182,0.10411006923144335,0.8958899307685566,0.014635001314521077,0.017789851897292087
2020-03-24,1366,179,1187,27,35,1526.7142857142858,178.28571428571428,1348.4285714285713,23.857142857142858,32.0,0.13103953147877012,0.8689604685212299,0.019765739385065886,0.02562225475841874,0.11677739309441376,0.8832226069055861,0.015626462056704406,0.02096004491438196
2020-03-25,1738,191,1547,17,25,1513.0,180.71428571428572,1332.2857142857142,23.142857142857142,30.714285714285715,0.10989643268124281,0.8901035673187572,0.009781357882623706,0.014384349827387802,0.11944103484090265,0.8805589651590973,0.015296006042866584,0.02030025493343405
2020-03-26,1682,194,1488,26,35,1433.857142857143,183.28571428571428,1250.5714285714287,21.857142857142858,29.285714285714285,0.11533888228299644,0.8846611177170036,0.015457788347205707,0.020808561236623068,0.12782703995217692,0.8721729600478231,0.015243598684865996,0.020424429610441365
2020-03-27,1680,227,1453,24,48,1382.142857142857,188.85714285714286,1193.2857142857142,22.142857142857142,28.571428571428573,0.1351190476190476,0.8648809523809524,0.014285714285714285,0.02857142857142857,0.13664082687338502,0.8633591731266149,0.016020671834625324,0.020671834625323
2020-03-28,1207,180,1027,17,17,1308.142857142857,205.57142857142858,1102.5714285714287,23.857142857142858,27.285714285714285,0.1491300745650373,0.8508699254349628,0.014084507042253521,0.014084507042253521,0.15714753740307963,0.8428524625969205,0.018237414000218412,0.0208583597248007
2020-03-29,875,153,722,16,14,1204.2857142857142,215.85714285714286,988.4285714285714,31.0,27.428571428571427,0.17485714285714285,0.8251428571428572,0.018285714285714287,0.016,0.1792408066429419,0.8207591933570582,0.02574139976275208,0.022775800711743774
2020-03-30,1127,198,929,28,26,1089.2857142857142,205.14285714285714,884.1428571428571,28.714285714285715,25.0,0.1756876663708962,0.8243123336291038,0.024844720496894408,0.023070097604259095,0.18832786885245903,0.811672131147541,0.02636065573770492,0.02295081967213115
2020-03-31,848,296,552,39,26,948.0,188.28571428571428,759.7142857142857,25.428571428571427,21.285714285714285,0.3490566037735849,0.6509433962264151,0.045990566037735846,0.030660377358490566,0.19861362266425556,0.8013863773357444,0.02682338758288125,0.02245328511151296
2020-04-01,1011,263,748,67,26,879.7142857142857,201.42857142857142,678.2857142857143,25.571428571428573,22.428571428571427,0.26013847675568746,0.7398615232443125,0.06627101879327399,0.025717111770524232,0.22897044494965899,0.7710295550503411,0.029067879181552455,0.025495290678791815
2020-04-02,877,119,758,10,18,837.8571428571429,208.14285714285714,629.7142857142857,24.285714285714285,21.142857142857142,0.13568985176738882,0.8643101482326112,0.011402508551881414,0.020524515393386546,0.24842284739982948,0.7515771526001704,0.02898550724637681,0.025234441602728048
2020-04-03,691,109,582,1,22,781.5714285714286,197.57142857142858,584.0,21.571428571428573,19.428571428571427,0.1577424023154848,0.8422575976845152,0.001447178002894356,0.03183791606367583,0.2527874246024493,0.7472125753975507,0.02760007311277646,0.024858343995613232
